claim_status,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,clean_text
claim,30,not verified,active,7663.0,1790.0,384.0,24.0,16.0,100,news mentioned someone revealed automotive industry employ 9 9 million american
claim,28,not verified,active,372534.0,204943.0,19325.0,241.0,12.0,113,news mentioned someone revealed earliest playable recording person singing recorded 1860
claim,28,not verified,banned,771008.0,311333.875,22684.0,2880.125,406.0,108,news mentioned someone revealed elvis presley sold record music band beatles
claim,50,not verified,banned,406913.0,120069.0,42901.0,2808.0,728.5,92,news mentioned someone revealed oldest surviving song around 3 500 year old
claim,25,not verified,active,718214.0,69039.0,19503.0,1573.0,73.0,93,news mentioned someone revealed harmonica best selling musical instrument
claim,10,not verified,under review,239412.0,106904.0,38335.0,2362.0,728.5,109,news mentioned someone revealed average user check mobile phone around 150 time day
claim,23,not verified,active,343270.0,85914.0,10168.0,1452.0,670.0,90,news mentioned someone revealed longest recorded cricket match lasted 14 day
claim,58,not verified,banned,278034.0,56298.0,15009.0,73.0,34.0,98,news mentioned someone revealed biggest passenger bus world operates brazil
claim,39,not verified,active,247513.0,20868.0,4995.0,98.0,25.0,79,news mentioned someone revealed first cruise ship set sail 1900
claim,53,not verified,under review,773173.0,2511.0,787.0,29.0,6.0,100,news mentioned someone revealed dog sense smell much powerful human
claim,45,not verified,under review,722917.0,311333.875,45065.0,2880.125,728.5,88,news mentioned someone revealed cheetah fastest land animal earth
claim,10,not verified,active,737595.0,195716.0,41750.0,2072.0,728.5,84,news mentioned someone revealed common garden snail 12 000 teeth
claim,31,not verified,active,831217.0,7158.0,1799.0,129.0,58.0,118,news mentioned someone revealed mercury venus 2 planet solar system moon
claim,44,not verified,active,99658.0,24185.0,5670.0,237.0,106.0,92,news mentioned someone revealed sputnik first artificial satellite space
claim,54,not verified,under review,674321.0,311333.875,45382.5,2880.125,728.5,93,news mentioned someone revealed neptune radiates heat get sun
claim,45,not verified,banned,908375.0,311333.875,35962.0,440.0,176.0,72,news mentioned someone revealed sound actually travel space
claim,58,not verified,under review,740587.0,146978.0,41470.0,2880.125,728.5,91,news mentioned someone revealed 5 dwarf planet recognized solar system
claim,39,not verified,active,110263.0,44275.0,1558.0,819.0,32.0,115,news mentioned someone revealed marie curie person two nobel prize different science
claim,8,not verified,active,581402.0,311333.875,45382.5,2880.125,728.5,75,news mentioned someone revealed pupil goat rectangular
claim,60,not verified,active,511913.0,311333.875,45382.5,2880.125,728.5,72,news mentioned someone revealed banana technically berry
claim,15,not verified,active,379980.0,227580.0,22806.0,2880.125,383.0,102,news mentioned someone revealed elephant console stressful situation
claim,60,not verified,under review,468131.0,62843.0,21852.0,485.0,132.0,85,news mentioned someone revealed tree melbourne email address
claim,30,not verified,active,406689.0,242497.0,45382.5,2783.0,728.5,104,news mentioned someone revealed antarctica continent without reptile snake
claim,5,not verified,active,229516.0,86496.0,8078.0,1253.0,307.0,115,news mentioned someone revealed j letter appear periodic table element
claim,42,not verified,active,774356.0,252032.0,45382.5,2880.125,728.5,97,news mentioned someone revealed tallest tower cupcake ever made 35 foot
claim,24,not verified,active,736627.0,311333.875,45382.5,2880.125,728.5,98,news mentioned someone revealed blue whale heartbeat heard two mile away
claim,52,not verified,banned,180830.0,118791.0,20354.0,539.0,188.0,102,news mentioned someone revealed cow best friend get stressed separated
claim,31,not verified,active,514878.0,158577.0,28424.0,1833.0,728.5,86,news mentioned someone revealed black cat good luck britain japan
claim,54,not verified,active,475617.0,69386.0,26565.0,984.0,491.0,80,news mentioned someone revealed human ear nose never stop growing
claim,30,verified,active,437068.0,198227.0,45382.5,1402.0,694.0,81,news mentioned someone revealed espresso maker sent space
claim,26,not verified,active,453041.0,195108.0,33915.0,663.0,144.0,103,news mentioned someone revealed fewer star sky tree earth
claim,31,not verified,banned,175754.0,75973.0,10778.0,1003.0,119.0,75,news mentioned someone revealed melting glacier make fizzy noise
claim,17,not verified,active,363281.0,48106.0,17865.0,780.0,394.0,87,news mentioned someone revealed opposite side dice always equal 7
claim,39,not verified,active,599446.0,191928.0,8847.0,2880.125,728.5,91,news mentioned someone revealed fingernail dominant hand grow faster
claim,27,not verified,active,535862.0,263394.0,1742.0,191.0,59.0,68,news mentioned someone revealed apple seed contain cyanide
claim,10,not verified,banned,885899.0,89968.0,19742.0,924.0,160.0,76,news mentioned someone revealed baby spider called spiderlings
claim,30,not verified,active,446878.0,196125.0,45382.5,882.0,341.0,86,news mentioned someone revealed human brain us 20 body oxygen
claim,13,not verified,active,556437.0,87011.0,8276.0,1860.0,663.0,143,news mentioned someone revealed applying equal amount pressure total surface area egg prevent breaking
claim,45,not verified,active,429090.0,105530.0,34643.0,617.0,105.0,72,news reported someone revealed human live mar 2035
claim,46,not verified,active,566630.0,105302.0,34714.0,328.0,208.0,97,news reported someone revealed nucelear fission used produce electricity
claim,32,not verified,active,512365.0,71602.0,16170.0,1364.0,340.0,119,news reported someone revealed microorganism one teaspoon soil people planet
claim,21,not verified,active,297434.0,125415.0,34186.0,153.0,49.0,82,news reported someone revealed 7100 island philippine
claim,11,not verified,active,35913.0,12303.0,1931.0,92.0,2.0,91,news reported someone revealed yellowstone national park home supervolcano
claim,14,not verified,under review,196834.0,94857.0,7450.0,363.0,238.0,69,news reported someone revealed snow sahara desert
claim,6,not verified,active,389888.0,255409.0,12334.0,2880.125,728.5,118,news reported someone revealed seventy percent small business owned operated single person
claim,25,verified,active,706602.0,247228.0,45382.5,2246.0,728.5,80,news reported someone revealed mobile phone use india nearly 100
claim,11,not verified,active,644895.0,161369.0,8550.0,2501.0,549.0,95,news reported someone revealed business owned woman men 2045
claim,55,not verified,active,226052.0,12294.0,4006.0,306.0,99.0,139,news reported someone revealed gross domestic product gdp best financial indicator country overall trade potential
claim,34,not verified,active,690343.0,311333.875,45382.5,1726.0,280.0,99,news reported someone revealed oldest playable musical instrument found china
claim,49,not verified,active,398060.0,233002.0,45382.5,2880.125,68.0,112,news reported someone revealed earliest playable recording person singing recorded 1860
claim,47,not verified,active,692837.0,56336.0,7251.0,1311.0,442.0,128,news reported someone revealed 99 individual denmark ireland united arab emirate internet access
claim,58,not verified,under review,201433.0,43531.0,5556.0,463.0,222.0,117,news reported someone revealed almost 1 16 billion website 200 million active
claim,39,not verified,under review,94390.0,2885.0,531.0,40.0,18.0,89,news reported someone revealed longest recorded cricket match lasted 14 day
claim,48,not verified,active,650262.0,16903.0,660.0,49.0,25.0,110,news reported someone revealed american basketball legend wilt chamberlain never fouled game
claim,56,not verified,under review,485334.0,203812.0,45382.5,1668.0,728.5,97,news reported someone revealed one third world airport located u
claim,60,not verified,active,613871.0,178514.0,25441.0,2880.125,728.5,108,news reported someone revealed currently 300 cruise ship operating around world
claim,25,not verified,active,649905.0,178130.0,45382.5,1160.0,421.0,75,news reported someone revealed koala sleep 22 hour per day
claim,34,not verified,active,179440.0,108857.0,22306.0,2638.0,364.0,95,news reported someone revealed ant lift 20 time body weight
claim,51,not verified,active,922421.0,181720.0,45382.5,2880.125,709.0,114,news reported someone revealed volcano olympus mon mar 3 time taller mount everest
claim,30,not verified,banned,260451.0,131997.0,15814.0,760.0,8.0,103,news reported someone revealed footprint left moon disappear wind
claim,20,not verified,active,110226.0,62537.0,19035.0,824.0,312.0,89,news reported someone revealed might huge planet solar system
claim,20,not verified,active,67628.0,29091.0,5778.0,431.0,105.0,84,news reported someone revealed chihuahua largest brain among dog
claim,54,not verified,active,254693.0,138580.0,2518.0,2072.0,313.0,103,news reported someone revealed antarctica continent without reptile snake
claim,43,not verified,active,594556.0,207098.0,45382.5,2880.125,728.5,78,news reported someone revealed human taste food without saliva
claim,45,not verified,under review,995075.0,43291.0,4738.0,719.0,139.0,104,news reported someone revealed pound housefly contains protein pound beef
claim,11,verified,active,220242.0,95550.0,1873.0,1089.0,172.0,97,news reported someone revealed blue whale heartbeat heard two mile away
claim,16,not verified,banned,541004.0,27434.0,9067.0,596.0,14.0,108,news reported someone revealed netherlands home population tallest human earth
claim,58,not verified,active,661493.0,290063.0,45382.5,2880.125,452.0,90,news reported someone revealed 24 time zone around world
claim,51,not verified,active,977593.0,311333.875,45382.5,2880.125,684.0,74,news reported someone revealed armadillo bulletproof shell
claim,41,not verified,active,123579.0,81783.0,7502.0,1450.0,323.0,85,news reported someone revealed one fourth sahara desert sandy
claim,38,not verified,active,823087.0,311333.875,45382.5,2880.125,74.0,66,news reported someone revealed wild boar wash food
claim,55,not verified,active,188396.0,40326.0,13302.0,457.0,115.0,124,news reported someone revealed human likely weird scary dream sleeping stomach
claim,48,not verified,active,142649.0,23189.0,2774.0,419.0,67.0,83,news reported someone revealed smelling green apple help weight loss
claim,28,not verified,active,521704.0,279112.0,45382.5,2321.0,517.0,93,news reported someone revealed leech historically used predict weather
claim,12,not verified,banned,951301.0,311333.875,20718.0,1249.0,571.0,89,news reported someone revealed largest recorded snowflake 15 inch wide
claim,22,not verified,active,336366.0,92349.0,27489.0,2032.0,728.5,119,news reported someone revealed odds getting set card referred royal flush 1 649 740
claim,36,not verified,under review,890318.0,203052.0,21396.0,2880.125,115.0,138,news reported someone revealed people speak english second language use primary language
claim,41,not verified,active,873269.0,311333.875,45382.5,2880.125,245.0,70,news reported someone revealed snake predict earthquake
claim,21,not verified,active,657146.0,218199.0,32998.0,2880.125,728.5,70,news reported someone revealed cat taste sweet flavor
claim,54,verified,active,431393.0,7075.0,445.0,61.0,38.0,97,news reported someone revealed banana get curved shape growing towards sun
claim,20,not verified,banned,559322.0,91860.0,10181.0,492.0,110.0,90,news reported someone revealed fingernail dominant hand grow faster
claim,26,not verified,active,81640.0,37034.0,9534.0,521.0,336.0,90,news reported someone revealed roar lion heard 5 mile away
claim,6,not verified,under review,724254.0,183390.0,38403.0,2880.125,728.5,77,news reported someone revealed baby octopus size flea
claim,30,not verified,active,702492.0,311333.875,45382.5,2880.125,728.5,75,news reported someone revealed honeybee recognize human face
claim,5,not verified,active,303180.0,19438.0,652.0,274.0,140.0,75,news reported someone revealed flossing teeth improves memory
claim,15,not verified,active,51424.0,5280.0,1970.0,129.0,40.0,86,news reported someone revealed largest prime number 17 425 170 digit
claim,41,not verified,active,57169.0,3080.0,371.0,18.0,2.0,99,news reported someone revealed around 50 mined gold earth come one source
claim,12,not verified,active,705765.0,266756.0,45382.5,296.0,19.0,95,news reported someone revealed shape 26 side known rhombicuboctahedron
claim,47,not verified,active,442881.0,132435.0,38811.0,1875.0,85.0,142,news reported someone revealed applying equal amount pressure total surface area egg prevent breaking
claim,6,not verified,active,94027.0,21871.0,4653.0,31.0,4.0,87,news reported someone revealed 366 dimple regulation golf ball
claim,5,not verified,active,20483.0,3687.0,323.0,58.0,2.0,93,news reported someone revealed longest recorded tennis match lasted 11 hour
claim,6,not verified,under review,631669.0,311333.875,45382.5,626.0,371.0,95,news reported someone revealed pineapple plant produce one pineapple year
claim,58,not verified,active,266020.0,95834.0,25225.0,374.0,52.0,82,news reported someone revealed china world largest silk producer
claim,45,not verified,under review,39300.0,7365.0,1287.0,57.0,20.0,108,news reported someone revealed strawberry known fruit grow seed externally
claim,58,not verified,active,694706.0,160155.0,677.0,2880.125,728.5,71,news told someone revealed human live mar 2035
claim,29,not verified,under review,147732.0,22400.0,1033.0,123.0,44.0,102,news told someone revealed microbe sahara desert help feed amazon rainforest
claim,40,not verified,under review,212619.0,78651.0,5329.0,1697.0,563.0,81,news told someone revealed 7100 island philippine
claim,41,not verified,active,210517.0,46238.0,16450.0,212.0,17.0,95,news told someone revealed rubik cube best selling product time
claim,18,not verified,under review,571664.0,311333.875,10389.0,2880.125,728.5,80,news told someone revealed 90 good shipped ocean freight
claim,57,not verified,under review,766233.0,40449.0,7267.0,788.0,407.0,79,news told someone revealed mobile phone use india nearly 100
claim,25,not verified,active,498167.0,50477.0,7447.0,103.0,9.0,106,news told someone revealed elvis presley sold record music band beatles
claim,16,not verified,active,83048.0,17820.0,2935.0,139.0,27.0,146,news told someone revealed voyager spacecraft carried recording chuck berry johnny b goode solar system
claim,34,not verified,active,782248.0,14299.0,1508.0,114.0,62.0,117,news told someone revealed band metallica first group play seven continent
claim,30,not verified,active,997994.0,311333.875,45382.5,2880.125,728.5,90,news told someone revealed oldest surviving song around 3 500 year old
claim,15,not verified,active,476844.0,157908.0,39770.0,2259.0,728.5,135,news told someone revealed recorded song history summertime written george gershwin dorothy heyward
claim,31,not verified,under review,527011.0,140685.0,11255.0,544.0,126.0,112,news told someone revealed japanese word karaoke come phrase meaning empty orchestra
claim,51,not verified,active,179903.0,42817.0,16220.0,389.0,54.0,114,news told someone revealed half world population access web via mobile device
claim,58,not verified,under review,687398.0,11130.0,4022.0,248.0,20.0,127,news told someone revealed 99 individual denmark ireland united arab emirate internet access
claim,41,not verified,under review,469445.0,281354.0,32466.0,1289.0,498.0,113,news told someone revealed would take 50 petabyte drive store every written work ever created
claim,48,not verified,active,37938.0,15616.0,4554.0,244.0,126.0,86,news told someone revealed concorde fastest passenger jet ever
claim,27,not verified,active,442496.0,210738.0,13411.0,2450.0,728.5,96,news told someone revealed biggest passenger bus world operates brazil
claim,49,verified,active,22073.0,11831.0,3016.0,127.0,6.0,95,news told someone revealed busiest airport world united state
claim,7,not verified,banned,363118.0,233550.0,12318.0,520.0,164.0,87,news told someone revealed hottest planet solar system venus
claim,30,not verified,active,230115.0,39552.0,3738.0,146.0,41.0,77,news told someone revealed snow metal rain acid venus
claim,32,not verified,active,922941.0,311333.875,45382.5,483.0,183.0,94,news told someone revealed double rainbow mirror image first rainbow
claim,9,not verified,under review,662329.0,38102.0,9312.0,877.0,41.0,109,news told someone revealed evidence seymour island suggest penguin 6 ft tall
claim,41,not verified,active,10749.0,6097.0,1437.0,10.0,5.0,101,news told someone revealed avocado never ripen still attached tree
claim,24,not verified,active,204711.0,11491.0,965.0,157.0,3.0,83,news told someone revealed tree melbourne email address
claim,38,not verified,active,126391.0,81658.0,13527.0,1604.0,479.0,73,news told someone revealed baked bean actually baked
claim,45,not verified,active,331443.0,84994.0,7137.0,416.0,161.0,72,news told someone revealed snail sleep three year
claim,36,not verified,active,351631.0,190732.0,21820.0,2252.0,728.5,101,news told someone revealed artificial banana flavoring based extinct banana type
claim,30,not verified,active,72112.0,2731.0,152.0,23.0,7.0,78,news told someone revealed may 22nd least common birth date
claim,28,verified,active,552751.0,311333.875,45382.5,2880.125,728.5,85,news told someone revealed penguin jump high 9 foot air
claim,11,not verified,active,965242.0,275119.0,37090.0,2880.125,687.0,89,news told someone revealed 24 time zone around world
claim,15,not verified,banned,222981.0,111329.0,33482.0,1624.0,212.0,105,news told someone revealed new zealander pet per household country
claim,59,not verified,active,56008.0,22158.0,4892.0,124.0,60.0,125,news told someone revealed neptune first planet discovered seen telescope
claim,32,not verified,active,153861.0,45498.0,11257.0,837.0,212.0,92,news told someone revealed 170 year old champagne found baltic sea
claim,46,not verified,active,262103.0,167539.0,27964.0,2094.0,728.5,130,news told someone revealed one armed player scored winning goal first soccer tournament world cup 1930
claim,6,not verified,active,15815.0,8722.0,2225.0,213.0,62.0,121,news told someone revealed job field agriculture prevalent type job world
claim,15,not verified,active,108788.0,7498.0,2420.0,38.0,8.0,118,news told someone revealed elasticity rubber band last much longer refrigerated
claim,7,not verified,active,760858.0,710.0,195.0,3.0,1.0,92,news told someone revealed x ray distinguish real diamond fake one
claim,36,not verified,banned,9559.0,4594.0,227.0,82.0,11.0,101,news told someone revealed fewer star sky tree earth
claim,55,not verified,banned,707836.0,307500.0,45382.5,2880.125,728.5,88,news told someone revealed child world born thursday
claim,10,not verified,active,898614.0,212559.0,16779.0,137.0,69.0,91,news told someone revealed human physically hum holding nose
claim,14,not verified,active,709982.0,311333.875,45382.5,1695.0,184.0,75,news told someone revealed pineapple named pinecone
claim,34,not verified,active,133024.0,63313.0,18610.0,968.0,268.0,88,news told someone revealed largest recorded snowflake 15 inch wide
claim,50,not verified,active,305122.0,118657.0,25752.0,739.0,250.0,142,news told someone revealed alaska u state whose name typed single row american standard keyboard
claim,20,verified,banned,368220.0,52987.0,14168.0,1088.0,711.0,74,news told someone revealed baby spider called spiderlings
claim,35,not verified,active,299458.0,82520.0,10502.0,940.0,207.0,89,news told someone revealed roar lion heard 5 mile away
claim,8,not verified,active,769936.0,132411.0,25776.0,821.0,174.0,74,news told someone revealed violin bow made horsehair
claim,13,not verified,active,382715.0,3847.0,935.0,1.0,0.0,74,news told someone revealed flossing teeth improves memory
claim,29,not verified,active,784011.0,234284.0,45382.5,2349.0,728.5,84,news told someone revealed human brain us 20 body oxygen
claim,42,not verified,banned,880012.0,253501.0,8834.0,2153.0,728.5,94,news told someone revealed shape 26 side known rhombicuboctahedron
claim,25,not verified,active,24629.0,7837.0,2758.0,34.0,22.0,94,news told someone revealed pineapple plant produce one pineapple year
claim,56,not verified,active,274568.0,74047.0,18346.0,567.0,178.0,71,news claimed someone revealed human live mar 2035
claim,16,not verified,active,380392.0,133264.0,9916.0,2880.125,728.5,108,news claimed someone revealed drone delivery already happening become common 2025
claim,25,not verified,under review,138158.0,9948.0,1949.0,208.0,48.0,81,news claimed someone revealed 7100 island philippine
claim,39,not verified,active,257679.0,98159.0,26574.0,251.0,141.0,112,news claimed someone revealed modern formula 1 racing car drive upside tunnel 120mph
claim,47,not verified,active,400758.0,220320.0,8680.0,2032.0,728.5,105,news claimed someone revealed would take less month get moon car 60mph
claim,18,not verified,active,199457.0,119452.0,29008.0,2210.0,662.0,113,news claimed someone revealed highest total mileage clocked single car 2850000 million mile
claim,41,not verified,active,551478.0,311333.875,44808.0,2880.125,728.5,146,news claimed someone revealed voyager spacecraft carried recording chuck berry johnny b goode solar system
claim,52,not verified,active,928229.0,311333.875,37263.0,2880.125,728.5,95,news claimed someone revealed violin constructed 70 individual wooden piece
claim,25,not verified,banned,393458.0,166783.0,5782.0,2678.0,728.5,112,news claimed someone revealed japanese word karaoke come phrase meaning empty orchestra
claim,46,not verified,active,740234.0,311333.875,45382.5,2880.125,728.5,115,news claimed someone revealed musical artist prince played 27 different instrument debut album
claim,11,not verified,active,133906.0,84021.0,4623.0,1981.0,472.0,87,news claimed someone revealed 90 world data generated 2019
claim,42,not verified,under review,998863.0,311333.875,45382.5,2880.125,728.5,81,news claimed someone revealed 1 3 people never used internet
claim,6,not verified,active,953784.0,311333.875,45382.5,2880.125,728.5,118,news claimed someone revealed 1920 last time event tug war played summer olympics
claim,45,not verified,active,358567.0,223813.0,45382.5,2880.125,728.5,92,news claimed someone revealed shanghai china world longest subway system
claim,41,not verified,banned,270286.0,41683.0,1215.0,821.0,412.0,116,news claimed someone revealed longest possible train journey world portugal singapore
claim,20,not verified,under review,888082.0,311333.875,45382.5,2880.125,728.5,111,news claimed someone revealed city largest bus network world jakarta indonesia
claim,25,not verified,banned,839407.0,311333.875,45382.5,1044.0,695.0,82,news claimed someone revealed common garden snail 12 000 teeth
claim,24,not verified,active,136439.0,10177.0,562.0,131.0,14.0,74,news claimed someone revealed koala sleep 22 hour per day
claim,36,not verified,active,907450.0,197795.0,45382.5,2040.0,630.0,84,news claimed someone revealed halley comet seen 2061
claim,35,not verified,active,797184.0,57035.0,13965.0,1030.0,536.0,89,news claimed someone revealed 5 dwarf planet recognized solar system
claim,27,not verified,active,968626.0,311333.875,45382.5,2880.125,728.5,78,news claimed someone revealed rain diamond jupiter saturn
claim,20,not verified,banned,136149.0,31188.0,7787.0,75.0,31.0,94,news claimed someone revealed double rainbow mirror image first rainbow
claim,23,not verified,banned,381535.0,197700.0,28528.0,2880.125,728.5,92,news claimed someone revealed dog understand 250 hand gesture word
claim,35,not verified,active,984490.0,303149.0,45382.5,2880.125,728.5,109,news claimed someone revealed evidence seymour island suggest penguin 6 ft tall
claim,29,not verified,active,416561.0,254460.0,45382.5,2280.0,728.5,88,news claimed someone revealed scottish first people fry chicken
claim,41,not verified,active,509168.0,242023.0,45382.5,2880.125,728.5,101,news claimed someone revealed avocado never ripen still attached tree
claim,40,not verified,active,893375.0,236699.0,45382.5,2880.125,728.5,129,news claimed someone revealed people born 2 natural fear fear falling fear loud sound
claim,6,not verified,banned,230345.0,122466.0,18662.0,489.0,13.0,97,news claimed someone revealed australia number venomous snake worldwide
claim,39,not verified,active,966137.0,136945.0,10075.0,2880.125,728.5,101,news claimed someone revealed artificial banana flavoring based extinct banana type
claim,41,not verified,banned,938748.0,13887.0,2796.0,142.0,63.0,73,news claimed someone revealed people sneeze sleep
claim,59,not verified,active,36502.0,3854.0,1360.0,7.0,1.0,87,news claimed someone revealed ancient egyptian slept pillow made stone
claim,53,not verified,active,292105.0,155535.0,5782.0,1439.0,163.0,113,news claimed someone revealed single lightning bolt enough energy toast 100 000 slice bread
claim,48,not verified,active,987640.0,218613.0,45382.5,722.0,369.0,89,news claimed someone revealed 24 time zone around world
claim,58,not verified,active,282507.0,122199.0,36513.0,941.0,356.0,81,news claimed someone revealed sweden island country
claim,33,not verified,active,758578.0,263241.0,45382.5,1598.0,725.0,98,news claimed someone revealed bubble wrap originally designed used wallpaper
claim,50,not verified,active,645514.0,311333.875,45382.5,2880.125,728.5,93,news claimed someone revealed human jumped horse olympics
claim,12,not verified,active,610873.0,67259.0,1976.0,851.0,36.0,85,news claimed someone revealed eye ostrich bigger brain
claim,11,not verified,active,81146.0,10025.0,96.0,198.0,20.0,92,news claimed someone revealed x ray distinguish real diamond fake one
claim,25,not verified,active,892979.0,3252.0,997.0,81.0,25.0,85,news claimed someone revealed child born less frequently saturday
claim,60,not verified,active,156360.0,102686.0,26955.0,1139.0,480.0,73,news claimed someone revealed melting glacier make fizzy noise
claim,35,not verified,active,581201.0,13981.0,1910.0,172.0,80.0,83,news claimed someone revealed cold water cleansing hot water
claim,17,not verified,active,822252.0,201697.0,45382.5,1883.0,728.5,92,news claimed someone revealed two teeth different people ever alike
claim,32,not verified,active,660713.0,99583.0,21927.0,1571.0,249.0,73,news claimed someone revealed sea otter born unable swim
claim,22,not verified,under review,634144.0,260242.0,45382.5,2880.125,728.5,94,news claimed someone revealed man set record putting 260 shirt
claim,31,not verified,under review,711220.0,146228.0,45382.5,2511.0,41.0,74,news claimed someone revealed baby spider called spiderlings
claim,35,not verified,under review,441797.0,239775.0,45382.5,2880.125,728.5,89,news claimed someone revealed roar lion heard 5 mile away
claim,57,not verified,active,605929.0,173247.0,13292.0,1401.0,103.0,100,news claimed someone revealed 12 plant 5 animal make 75 diet around world
claim,53,not verified,active,418699.0,63414.0,21038.0,1301.0,599.0,123,news claimed someone revealed insect population world 1 billion time world population
claim,45,not verified,active,543250.0,76710.0,5384.0,1674.0,728.5,84,news claimed someone revealed human brain us 20 body oxygen
claim,22,not verified,under review,570420.0,96819.0,18796.0,2386.0,728.5,93,news claimed someone revealed town calama chile never experienced rain
claim,55,not verified,active,43972.0,24661.0,5856.0,488.0,285.0,112,news claimed someone revealed every three second birth taking place somewhere world
claim,12,not verified,active,215213.0,38588.0,3281.0,713.0,205.0,92,news claimed someone revealed longest recorded tennis match lasted 11 hour
claim,25,not verified,active,698461.0,298688.0,9520.0,1049.0,550.0,116,mentioned expert discovered seventy percent small business owned operated single person
claim,39,not verified,active,483921.0,88351.0,12788.0,672.0,379.0,137,mentioned expert discovered gross domestic product gdp best financial indicator country overall trade potential
claim,24,not verified,active,416143.0,211418.0,45382.5,2880.125,728.5,84,mentioned expert discovered first electric vehicle created 1832
claim,25,not verified,active,441013.0,60774.0,15164.0,358.0,216.0,105,mentioned expert discovered elvis presley sold record music band beatles
claim,10,verified,active,404098.0,109404.0,17424.0,1785.0,193.0,86,mentioned expert discovered 90 world data generated 2019
claim,7,not verified,active,508553.0,17352.0,6430.0,113.0,22.0,112,mentioned expert discovered would take 50 petabyte drive store every written work ever created
claim,29,not verified,banned,928241.0,238864.0,45382.5,1674.0,510.0,99,mentioned expert discovered singapore fastest internet connectivity world
claim,53,not verified,active,227654.0,62692.0,19754.0,973.0,426.0,93,mentioned expert discovered average user spends 40 day internet
claim,7,not verified,active,845077.0,17410.0,1078.0,341.0,191.0,106,mentioned expert discovered average user check mobile phone around 150 time day
claim,46,not verified,active,906739.0,142137.0,24153.0,605.0,94.0,80,mentioned expert discovered 1 3 people never used internet
claim,31,not verified,active,445359.0,240269.0,45382.5,924.0,341.0,118,mentioned expert discovered watched summer olympics event past 20 year gymnastics
claim,8,not verified,active,47460.0,7080.0,2021.0,38.0,9.0,94,mentioned expert discovered badminton fastest ball net sport world
claim,19,not verified,banned,335083.0,169068.0,33472.0,1787.0,5.0,108,mentioned expert discovered american basketball legend wilt chamberlain never fouled game
claim,44,not verified,banned,895688.0,311333.875,45382.5,2880.125,290.0,101,mentioned expert discovered india train transport roughly 23 million passenger day
claim,48,not verified,active,912481.0,311333.875,40562.0,1208.0,405.0,95,mentioned expert discovered biggest passenger bus world operates brazil
claim,21,verified,active,666539.0,311333.875,45382.5,2091.0,319.0,115,mentioned expert discovered longest possible train journey world portugal singapore
claim,24,not verified,active,750249.0,311333.875,41226.0,2054.0,611.0,65,mentioned expert discovered octopus three heart
claim,33,not verified,active,505085.0,98842.0,8433.0,1245.0,87.0,101,mentioned expert discovered footprint left moon disappear wind
claim,5,not verified,active,512046.0,7896.0,2652.0,165.0,47.0,125,mentioned expert discovered would take 258 earth day drive around one saturn ring speed 75 mph
claim,9,not verified,active,746580.0,311333.875,45382.5,2880.125,728.5,64,mentioned expert discovered jupiter moon
claim,31,not verified,active,350571.0,105631.0,23205.0,781.0,153.0,64,mentioned expert discovered sunset blue mar
claim,55,not verified,active,445607.0,254731.0,15044.0,1371.0,399.0,104,mentioned expert discovered moon crater might coldest place solar system
claim,57,not verified,under review,324890.0,142582.0,24124.0,235.0,137.0,79,mentioned expert discovered currently 6 spacecraft mar
claim,10,not verified,under review,948297.0,111985.0,489.0,737.0,290.0,88,mentioned expert discovered astronaut grow much two inch space
claim,49,not verified,under review,855369.0,150843.0,37547.0,927.0,434.0,95,mentioned expert discovered bathwater stay warmer longer duration bubble
claim,36,not verified,active,19370.0,12052.0,1973.0,81.0,40.0,128,mentioned expert discovered people born 2 natural fear fear falling fear loud sound
claim,26,not verified,active,555780.0,106863.0,15348.0,252.0,91.0,72,mentioned expert discovered people sneeze sleep
claim,13,not verified,active,853378.0,278195.0,45382.5,1359.0,114.0,77,mentioned expert discovered may 22nd least common birth date
claim,19,not verified,banned,645333.0,311333.875,45382.5,2880.125,728.5,71,mentioned expert discovered butterfly taste foot
claim,50,not verified,banned,366699.0,158776.0,4120.0,2880.125,728.5,102,mentioned expert discovered pound housefly contains protein pound beef
claim,19,not verified,active,250185.0,59412.0,12506.0,444.0,79.0,88,mentioned expert discovered 24 time zone around world
claim,45,not verified,active,345016.0,64113.0,5744.0,541.0,160.0,97,mentioned expert discovered bubble wrap originally designed used wallpaper
claim,27,not verified,active,16035.0,9450.0,1161.0,24.0,6.0,124,mentioned expert discovered neptune first planet discovered seen telescope
claim,19,not verified,active,40631.0,19747.0,7627.0,425.0,82.0,92,mentioned expert discovered human jumped horse olympics
claim,42,not verified,active,2943.0,465.0,4.0,9.0,4.0,96,mentioned expert discovered billion egg produced commercially year
claim,56,not verified,active,358794.0,175097.0,12385.0,311.0,78.0,115,mentioned expert discovered physically impossible human keep eye open sneezing
claim,54,not verified,under review,714233.0,195831.0,45382.5,2880.125,728.5,117,mentioned expert discovered elasticity rubber band last much longer refrigerated
claim,23,not verified,active,952562.0,225668.0,45382.5,2277.0,728.5,97,mentioned expert discovered human eyeball grow change size age
claim,40,not verified,active,382066.0,216114.0,45382.5,1521.0,206.0,82,mentioned expert discovered cold water cleansing hot water
claim,44,not verified,active,74616.0,15375.0,4378.0,110.0,68.0,121,mentioned expert discovered average american spends time totalling 2 5 day annually looking lost item
